512
368,334,10,1,79
193,486,10,0,81
424,47,10,1,76
374,272,10,1,64
235,237,10,1,75
353,194,10,1,71
86,163,10,1,76
284,255,10,1,41
319,66,10,1,71
194,20,10,1,75
151,264,10,1,82
478,63,10,1,69
353,474,10,0,82
484,397,10,0,87
431,193,10,1,71
382,465,10,1,64
312,21,10,1,71
378,82,10,1,58
153,354,10,1,82
486,63,10,1,69
423,252,10,1,41
422,186,10,1,67
99,307,10,1,83
208,343,10,1,84
474,215,10,1,71
22,425,10,1,87
362,449,10,0,84
113,247,10,1,41
297,472,10,1,82
41,419,10,1,88
166,391,10,1,83
177,462,10,1,83
70,115,10,1,69
145,407,10,1,81
33,282,10,1,83
246,118,10,1,41
463,418,10,1,90
475,106,10,1,74
431,171,10,1,72
14,58,10,0,66
484,211,10,1,73
412,429,10,1,92
419,311,10,1,75
318,440,10,1,77
366,423,10,0,81
317,458,10,1,77
52,28,10,1,77
311,41,10,1,71
470,268,10,0,82
231,35,10,1,74
487,477,10,0,85
137,123,10,0,59
34,266,10,1,87
243,460,10,1,82
402,182,10,1,67
147,107,10,1,74
285,399,10,1,84
79,347,10,1,85
17,28,10,1,77
424,308,10,1,79
88,239,10,1,76
165,115,10,1,79
126,266,10,0,70
201,249,10,0,41
346,240,10,1,69
131,167,10,1,75
322,153,10,1,69
383,129,10,0,58
331,421,10,1,83
323,440,10,1,77
475,442,10,1,82
336,215,10,0,69
429,406,10,1,92
224,287,10,1,84
171,13,10,0,71
4,94,10,1,74
328,202,10,1,73
408,131,10,1,70
279,50,10,1,76
237,462,10,1,82
211,265,10,1,88
134,48,10,0,72
250,313,10,1,41
69,111,10,1,69
334,10,10,1,75
235,23,10,1,73
255,376,10,1,41
449,167,10,0,71
317,472,10,1,77
349,295,10,1,81
385,257,10,1,81
32,55,10,1,66
429,35,10,1,76
28,477,10,1,88
101,364,10,1,88
206,87,10,1,74
137,332,10,1,84
60,192,10,1,68
479,79,10,1,74
126,385,10,1,70
436,157,10,1,70
3,83,10,1,76
262,394,10,0,85
484,104,10,1,78
322,269,10,1,82
54,66,10,0,66
267,82,10,0,75
245,265,10,1,85
319,215,10,0,64
49,309,10,1,87
342,103,10,1,77
4,208,10,1,71
202,408,10,1,79
25,135,10,1,69
77,378,10,1,70
45,335,10,1,86
121,41,10,1,59
464,437,10,1,90
163,101,10,1,79
31,461,10,1,88
322,252,10,1,41
199,271,10,1,88
181,458,10,1,83
378,392,10,0,64
362,249,10,1,41
196,215,10,1,72
71,233,10,1,79
396,51,10,0,74
442,144,10,0,67
62,464,10,0,80
149,69,10,1,77
450,35,10,1,73
126,113,10,1,59
199,137,10,1,74
90,335,10,0,85
214,57,10,1,68
192,380,10,1,70
92,20,10,1,71
314,374,10,1,64
430,471,10,0,88
213,294,10,1,88
91,354,10,1,85
98,164,10,1,78
267,470,10,1,82
326,436,10,1,83
263,103,10,1,77
451,345,10,1,80
11,264,10,0,85
424,455,10,1,91
11,456,10,1,93
33,27,10,1,77
427,23,10,0,72
285,469,10,1,82
313,261,10,1,75
420,345,10,1,80
78,442,10,0,80
90,212,10,1,76
231,446,10,1,77
113,37,10,1,75
441,106,10,1,69
464,244,10,0,72
228,195,10,1,74
341,112,10,1,79
321,118,10,1,58
217,264,10,1,84
248,411,10,1,41
448,457,10,1,82
287,77,10,0,73
327,162,10,1,71
347,65,10,1,77
169,471,10,1,79
457,56,10,0,69
449,42,10,1,73
174,459,10,1,83
35,272,10,1,87
376,30,10,1,58
479,224,10,1,71
76,372,10,1,87
334,88,10,1,77
444,405,10,0,82
385,7,10,0,73
324,126,10,1,58
193,381,10,1,70
283,460,10,1,82
409,330,10,1,80
47,408,10,1,87
224,144,10,1,71
79,254,10,1,41
29,86,10,1,74
105,359,10,1,88
318,66,10,1,71
196,110,10,1,78
227,345,10,1,84
281,9,10,1,76
71,131,10,1,78
97,84,10,1,68
363,353,10,1,79
32,309,10,1,83
341,379,10,1,64
195,473,10,0,80
137,168,10,1,75
368,122,10,1,58
375,287,10,1,64
9,473,10,1,88
469,459,10,1,88
445,473,10,1,82
419,211,10,1,71
43,148,10,0,70
112,19,10,1,73
479,97,10,1,74
409,350,10,1,80
180,103,10,1,78
479,252,10,1,41
145,272,10,1,85
34,70,10,1,75
419,45,10,1,76
86,33,10,1,71
141,270,10,1,85
186,390,10,1,77
275,268,10,0,80
105,380,10,1,70
17,276,10,1,85
456,127,10,0,58
56,302,10,1,79
296,163,10,1,71
22,20,10,1,77
258,440,10,1,77
76,161,10,1,78
408,186,10,1,67
426,456,10,1,91
178,108,10,1,78
335,197,10,1,73
167,370,10,1,86
4,192,10,1,68
77,253,10,1,41
447,294,10,1,75
384,164,10,1,58
333,201,10,1,73
488,117,10,1,78
94,201,10,1,76
297,485,10,1,83
85,355,10,1,87
261,161,10,1,69
456,477,10,1,85
94,275,10,0,82
204,362,10,1,86
185,164,10,0,68
280,32,10,1,76
173,138,10,1,75
331,439,10,1,77
404,241,10,1,72
267,426,10,1,85
117,125,10,1,59
291,352,10,1,82
191,386,10,1,77
308,441,10,1,77
240,294,10,1,86
232,332,10,1,87
463,14,10,1,73
182,358,10,1,78
340,193,10,1,74
279,429,10,0,84
320,252,10,1,41
168,74,10,1,74
467,291,10,1,84
437,171,10,1,72
393,485,10,1,89
479,320,10,1,75
45,347,10,1,82
92,29,10,1,71
133,415,10,1,81
102,51,10,1,75
79,476,10,1,83
53,9,10,1,79
231,89,10,1,74
478,6,10,0,71
178,134,10,1,75
127,442,10,1,70
198,73,10,1,77
279,143,10,0,68
231,25,10,1,73
126,174,10,1,59
489,116,10,1,78
328,477,10,1,82
56,268,10,1,79
225,199,10,1,74
251,376,10,1,41
190,51,10,1,68
69,175,10,1,78
316,266,10,1,75
17,310,10,1,79
446,386,10,0,82
486,245,10,1,72
209,102,10,1,78
482,375,10,1,64
70,134,10,1,78
9,451,10,1,93
115,216,10,1,76
426,272,10,0,78
179,325,10,1,85
295,279,10,0,79
417,377,10,1,64
321,336,10,1,80
318,446,10,1,77
79,152,10,1,76
58,401,10,1,80
47,449,10,1,90
172,377,10,1,70
150,189,10,0,68
44,338,10,1,86
482,34,10,1,73
459,294,10,1,84
228,353,10,1,85
135,215,10,1,72
483,152,10,0,68
369,317,10,1,75
170,51,10,1,74
414,118,10,0,58
456,259,10,0,83
415,202,10,1,69
92,229,10,1,76
43,310,10,1,79
171,52,10,1,74
296,390,10,1,88
66,438,10,0,80
1,280,10,1,83
203,365,10,1,86
424,89,10,1,75
144,85,10,1,76
215,407,10,0,79
212,349,10,1,84
403,452,10,1,91
456,414,10,1,86
213,243,10,0,76
193,58,10,1,68
374,448,10,1,64
472,31,10,1,71
87,125,10,1,59
369,376,10,1,64
84,408,10,0,84
307,351,10,1,82
1,108,10,0,76
206,306,10,1,88
385,191,10,1,67
40,453,10,1,90
145,92,10,1,72
193,2,10,0,75
114,408,10,1,84
383,149,10,1,58
162,234,10,1,74
326,18,10,1,75
157,377,10,1,70
198,139,10,1,74
414,56,10,1,69
137,482,10,1,80
269,185,10,0,64
112,160,10,0,76
223,273,10,1,84
403,366,10,1,83
343,80,10,1,77
127,95,10,1,59
132,330,10,1,84
299,3,10,1,79
126,373,10,1,70
307,174,10,1,71
370,258,10,1,82
240,27,10,1,73
161,347,10,1,82
264,336,10,1,83
59,7,10,1,66
289,34,10,1,78
217,313,10,0,78
240,228,10,1,75
382,239,10,1,58
297,13,10,1,79
197,148,10,1,74
297,292,10,1,81
441,311,10,1,75
216,295,10,1,84
88,298,10,0,82
161,403,10,1,83
211,342,10,1,84
237,352,10,1,84
132,9,10,1,72
141,456,10,0,82
221,146,10,1,71
101,445,10,1,80
281,6,10,1,76
346,152,10,1,69
305,298,10,1,81
110,417,10,1,86
41,335,10,1,86
451,97,10,1,75
460,362,10,1,82
254,156,10,1,41
197,304,10,1,88
138,214,10,1,72
185,338,10,1,78
365,56,10,1,71
442,23,10,1,69
169,159,10,0,71
60,265,10,1,79
188,188,10,1,68
126,416,10,1,70
177,40,10,1,74
444,90,10,1,69
10,278,10,1,83
210,299,10,1,88
108,254,10,1,41
237,291,10,1,86
188,324,10,1,78
214,23,10,0,73
230,3,10,0,74
79,15,10,1,73
449,221,10,1,71
82,270,10,1,85
383,244,10,1,58
95,347,10,1,85
421,94,10,1,75
40,393,10,1,90
453,75,10,1,77
9,83,10,1,76
338,460,10,1,86
150,403,10,1,81
120,64,10,0,59
117,174,10,1,78
300,2,10,1,79
407,433,10,1,92
131,472,10,1,79
271,155,10,1,68
130,148,10,1,72
429,244,10,1,70
455,443,10,1,82
252,229,10,1,41
77,352,10,1,85
344,135,10,1,69
210,433,10,1,83
214,365,10,1,84
370,303,10,0,82
179,364,10,1,86
36,179,10,1,70
70,304,10,1,84
320,301,10,1,75
457,283,10,1,82
187,313,10,1,78
435,0,10,1,74
298,375,10,1,64
467,288,10,1,82
271,347,10,1,82
239,330,10,1,87
475,302,10,1,82
159,376,10,1,70
227,141,10,1,73
188,91,10,1,68
259,359,10,1,83
340,249,10,1,41
459,179,10,1,71
225,394,10,0,80
408,407,10,1,92
130,424,10,1,83
83,272,10,1,85
368,356,10,1,79
208,272,10,1,88
160,401,10,1,81
60,190,10,1,68
298,230,10,0,65
409,53,10,1,72
199,53,10,1,76
3,212,10,1,71
395,120,10,0,58
276,462,10,1,83
174,106,10,1,78
30,88,10,1,74
240,283,10,1,84
466,388,10,1,90
339,368,10,1,80
8,479,10,1,88
39,92,10,1,74
32,417,10,1,87
375,218,10,1,58
406,364,10,1,80
446,435,10,1,82
238,446,10,1,77
213,231,10,1,76
396,209,10,0,71
316,66,10,1,71
36,187,10,1,68
92,459,10,0,83
115,35,10,1,75
215,83,10,1,74
119,477,10,0,70
447,325,10,1,75
37,20,10,1,79
186,46,10,1,68
50,26,10,1,77
392,157,10,1,70
164,106,10,1,78
406,297,10,0,77
95,137,10,1,76
258,346,10,1,82
355,349,10,1,77
255,52,10,1,41
30,65,10,1,74
148,50,10,0,72
98,44,10,1,75
356,143,10,1,70
18,366,10,0,83
124,123,10,1,59
51,326,10,1,86
183,354,10,1,78
452,72,10,1,77
91,396,10,0,84
154,266,10,1,82
352,271,10,0,81
428,52,10,1,76
435,296,10,1,79
6,215,10,1,69
294,362,10,1,88
264,97,10,1,77
300,368,10,1,88
373,103,10,1,79
160,0,10,0,70
474,325,10,1,80
384,201,10,1,58
400,193,10,1,71
172,181,10,0,72
163,111,10,1,78
141,107,10,1,74
482,195,10,0,73
385,39,10,1,74
232,91,10,1,74
15,413,10,1,87
155,225,10,1,72
185,225,10,1,68
295,477,10,1,82
443,0,10,1,69
2,456,10,1,93
30,336,10,0,82
298,55,10,1,71
339,243,10,1,70
11,97,10,1,76
205,106,10,1,78
67,281,10,0,82
197,117,10,1,78
174,50,10,1,74
403,314,10,1,75
302,336,10,0,83
338,480,10,1,82
304,196,10,1,67
167,367,10,1,86
37,90,10,1,74
56,86,10,0,66
338,475,10,1,82
349,386,10,1,80
219,465,10,1,80
402,233,10,1,72
250,323,10,1,41
411,340,10,1,80
41,354,10,1,84
285,362,10,1,82
67,261,10,1,85
339,284,10,0,81
246,457,10,1,41
458,219,10,1,71
3,182,10,1,68
376,489,10,0,64
253,41,10,1,41
394,448,10,1,82
269,285,10,0,79
101,191,10,1,68
112,397,10,1,85
53,294,10,1,87
342,19,10,1,73
458,487,10,1,87
131,286,10,1,82
254,450,10,1,41
32,395,10,1,87
169,104,10,1,78
167,129,10,1,75
413,82,10,1,75
290,263,10,1,80
455,353,10,1,82
315,372,10,1,75
324,99,10,1,79
315,166,10,1,64
323,190,10,1,64
71,424,10,0,85
8,380,10,0,70
222,212,10,1,72
53,123,10,0,59
392,261,10,1,80
195,53,10,1,76
457,327,10,1,82
479,436,10,1,86
8,149,10,1,71
42,52,10,1,78
396,355,10,1,83
281,288,10,0,79
479,436,10,1,86
294,437,10,0,85
316,309,10,1,75
425,425,10,1,95
253,353,10,1,41
422,1,10,0,74
42,234,10,0,70
115,132,10,1,78
168,324,10,1,85
368,234,10,1,71
129,79,10,1,76
189,74,10,1,68
443,155,10,1,67
22,42,10,1,77
248,360,10,1,41
485,447,10,1,82
42,110,10,0,75
37,274,10,1,87
317,198,10,1,64
27,444,10,1,80
379,103,10,1,58
172,352,10,1,82
90,210,10,1,76
287,154,10,1,68
132,364,10,1,83
253,221,10,1,41
321,369,10,1,80
386,277,10,1,81
264,107,10,1,77
433,436,10,1,95
258,406,10,1,84
350,206,10,0,69
472,453,10,1,85
225,141,10,1,73
387,173,10,1,71
5,18,10,0,79
133,73,10,1,76
370,40,10,1,75
156,213,10,0,72
54,102,10,1,66
161,370,10,1,86
118,351,10,1,70
77,97,10,0,69
113,262,10,1,83
103,452,10,1,84
26,438,10,1,80
24,310,10,1,79
323,433,10,1,84
454,437,10,1,90
122,346,10,1,70
127,432,10,1,70
370,219,10,1,69
199,427,10,1,83
253,212,10,1,41
477,280,10,1,82
3,139,10,1,71
300,388,10,1,88
351,221,10,1,69
127,90,10,1,59
391,80,10,1,79
73,70,10,0,67
211,432,10,1,83
97,422,10,1,86
121,0,10,0,59
440,421,10,1,82
303,357,10,1,88
344,442,10,1,77
243,279,10,1,84
40,305,10,1,87
330,326,10,1,80
484,68,10,1,76
191,62,10,1,68
416,466,10,1,88
327,248,10,1,41
151,88,10,1,72
7,305,10,1,85
308,177,10,1,71
384,338,10,0,64
393,424,10,1,93
15,449,10,1,93
306,390,10,1,88
443,455,10,1,82
327,286,10,0,81
261,103,10,1,77
345,54,10,1,71
481,302,10,1,83
396,266,10,1,80
339,309,10,0,82
232,376,10,1,70
276,345,10,1,82
198,453,10,1,82
316,401,10,0,77
373,191,10,0,64
338,201,10,1,73
344,390,10,1,80
394,78,10,1,79
199,188,10,1,68
312,3,10,0,71
395,270,10,1,80
197,24,10,1,73
19,27,10,1,77
379,51,10,0,58
177,348,10,1,82
438,429,10,1,82
132,391,10,1,83
394,373,10,1,83
384,315,10,0,64
161,133,10,1,75
54,420,10,1,80
424,375,10,1,64
328,170,10,1,71
31,402,10,1,87
242,168,10,0,72
292,359,10,1,88
18,9,10,0,79
431,102,10,1,76
341,433,10,1,84
77,461,10,0,84
428,440,10,1,82
46,403,10,1,90
197,175,10,1,72
229,326,10,1,87
192,230,10,1,68
315,15,10,1,71
92,428,10,1,84
306,61,10,1,71
409,435,10,1,92
139,469,10,1,82
408,483,10,1,88
461,209,10,1,73
0,30,10,0,77
425,367,10,1,81
454,280,10,1,82
95,134,10,1,76
376,262,10,1,64
140,428,10,1,83
193,215,10,1,72
425,77,10,1,78
48,392,10,1,90
246,257,10,1,41
346,458,10,1,82
226,114,10,0,75
204,231,10,1,76
259,131,10,1,69
273,408,10,1,84
425,141,10,1,72
463,198,10,0,73
226,188,10,1,68
238,95,10,1,74
308,130,10,0,70
58,208,10,0,68
409,38,10,1,72
224,381,10,1,70
11,421,10,1,89
451,483,10,1,87
90,156,10,1,76
398,401,10,1,93
89,347,10,1,85
384,246,10,1,41
29,453,10,1,88
72,18,10,1,73
314,468,10,1,77
77,394,10,0,85
349,131,10,1,69
387,84,10,1,79
197,260,10,0,88
27,72,10,1,74
484,60,10,1,69
273,71,10,0,75
93,131,10,1,76
381,412,10,0,64
442,477,10,1,82
362,411,10,0,80
447,333,10,1,75
350,67,10,1,77
112,137,10,1,78
1,335,10,1,84
206,53,10,1,76
444,425,10,1,82
286,44,10,1,76
387,453,10,1,91
430,60,10,1,69
189,201,10,0,68
14,33,10,1,78
159,89,10,1,72
137,12,10,1,72
452,338,10,1,82
243,445,10,1,77
372,317,10,1,75
378,376,10,1,64
463,175,10,1,71
440,303,10,1,75
205,377,10,0,70
